url_path,views_total,views_unique
/tendermint/starport,1390,597
/tendermint/starport/pulls,396,32
/tendermint/starport/issues,245,44
/tendermint/starport/tree/develop/starport,88,46
/tendermint/starport/releases,79,38
/tendermint/starport/search,74,23
/tendermint/starport/pull/1892,55,3
/tendermint/starport/tree/develop/docs,50,32
/tendermint/starport/pull/1899,45,4
/tendermint/starport/issues/1931,31,17
