url_path,views_total,views_unique
/tendermint/starport,1396,557
/tendermint/starport/pulls,432,29
/tendermint/starport/issues,257,51
/tendermint/starport/tree/develop/starport,110,50
/tendermint/starport/search,85,23
/tendermint/starport/releases,57,39
/tendermint/starport/tree/develop/docs,53,36
/tendermint/starport/pull/1867,47,4
/tendermint/starport/pull/1868,43,5
/tendermint/starport/pull/1892,41,2
