url_path,views_total,views_unique
/tendermint/starport,1418,562
/tendermint/starport/pulls,544,28
/tendermint/starport/issues,289,49
/tendermint/starport/tree/develop/starport,117,51
/tendermint/starport/search,83,23
/tendermint/starport/tree/develop/docs,56,35
/tendermint/starport/releases,55,39
/tendermint/starport/pull/1806,55,6
/tendermint/starport/pull/1810,48,6
/tendermint/starport/pull/1809,47,4
