url_path,views_total,views_unique
/tendermint/starport,1472,599
/tendermint/starport/pulls,459,31
/tendermint/starport/issues,284,48
/tendermint/starport/tree/develop/starport,93,46
/tendermint/starport/search,82,25
/tendermint/starport/releases,75,43
/tendermint/starport/pull/1892,55,3
/tendermint/starport/tree/develop/docs,54,35
/tendermint/starport/pull/1899,45,4
/tendermint/starport/blob/develop/changelog.md,32,23
