url_path,views_total,views_unique
/tendermint/starport,1364,561
/tendermint/starport/pulls,391,30
/tendermint/starport/issues,256,53
/tendermint/starport/tree/develop/starport,103,48
/tendermint/starport/search,75,22
/tendermint/starport/releases,57,38
/tendermint/starport/pull/1892,51,3
/tendermint/starport/tree/develop/docs,50,35
/tendermint/starport/pull/1899,41,4
/tendermint/starport/pull/1867,39,4
