url_path,views_total,views_unique
/tendermint/starport,1366,565
/tendermint/starport/pulls,403,31
/tendermint/starport/issues,271,48
/tendermint/starport/tree/develop/starport,95,45
/tendermint/starport/search,74,23
/tendermint/starport/pull/1892,55,3
/tendermint/starport/releases,54,35
/tendermint/starport/tree/develop/docs,53,34
/tendermint/starport/pull/1899,45,4
/tendermint/starport/pull/1867,36,3
