url_path,views_total,views_unique
/tendermint/starport,1444,586
/tendermint/starport/pulls,464,31
/tendermint/starport/issues,281,51
/tendermint/starport/tree/develop/starport,95,46
/tendermint/starport/search,72,23
/tendermint/starport/releases,65,40
/tendermint/starport/tree/develop/docs,57,36
/tendermint/starport/pull/1892,55,3
/tendermint/starport/pull/1899,45,4
/tendermint/starport/blob/develop/changelog.md,32,23
